order_id,payment_sequential,payment_type,payment_installments,payment_value,profit
5wLyCAbIlDu7,1,credit_card,5,169.4,20.33
yNzcxGIK2TNh,1,credit_card,1,281.26,33.75
RFKrSv11OXIk,1,wallet,1,198.93,23.87
INkw4CtdOX8X,1,credit_card,1,58.06,6.97
hvijPAF61oC9,1,credit_card,4,1391.79,167.01
MT7CPuBvgMDD,1,credit_card,2,423.13,50.78
8CTj3wyUtLMv,1,wallet,1,258.58,31.03
CzrXhD4KY0zC,1,credit_card,4,64.05,7.69
c5thsLwa2t5S,1,wallet,1,62.82,7.54
N0RK4N0ZowDy,1,credit_card,3,215.47,25.86
H6CkwlIWPyc6,1,credit_card,1,480.4,57.65
DrhnHtERa3jB,1,credit_card,1,196.9,23.63
fHfNovaOoojp,1,wallet,1,278.38,33.41
GcBM4VvPQf5b,1,credit_card,8,579,69.48
1E6ixeOwlZJR,1,wallet,1,284.81,34.18
Cf9aD30ajmv5,1,credit_card,3,274.12,32.89
LvcmKydbTzvJ,1,credit_card,3,220.86,26.50
rr10aHZ2Ibil,2,voucher,1,145.48,17.46
E4C5myjSKLhz,1,wallet,1,148.35,17.80
joTHteqz5SiZ,1,credit_card,10,460.18,55.22
12Jpq0EctG1R,1,credit_card,1,52.45,6.29
pcDFmec1RS8y,1,wallet,1,169.24,20.31
LKRT19Miitbl,1,wallet,1,485.34,58.24
YRiYP9uClNjg,1,credit_card,10,203.64,24.44
0ofHRkCfOSW0,1,credit_card,1,214.27,25.71
EYQcnW6lv0g8,1,credit_card,7,212.83,25.54
4ZmlN7TwexvY,1,credit_card,6,67.81,8.14
40ZPrK7tBB0v,1,credit_card,2,20.29,2.43
bQZmLUPNggyQ,1,credit_card,1,237.17,28.46
VPTgboKG9vxo,1,credit_card,4,2027.23,243.27
dPrje2EODjo2,1,credit_card,1,58.9,7.07
J110nKtpdB6r,1,credit_card,3,378.04,45.36
jcUi5sCFz0h2,1,credit_card,6,152.36,18.28
orl82i1tyZ0M,1,wallet,1,70.31,8.44
J56OdlbEkEeR,1,credit_card,3,86.09,10.33
2qOcnMzBQrDZ,1,credit_card,3,105.63,12.68
ddjsHSqD8yNH,2,voucher,1,30.75,3.69
KXdmopXXPLMV,1,credit_card,4,1124.79,134.97
VYgx56L3BVAk,1,debit_card,1,271.61,32.59
JID3IaHrOmoi,1,credit_card,2,329.55,39.55
gMMagwd4KY2o,1,credit_card,4,489.99,58.80
PL1uU0KfCj96,1,credit_card,2,829.74,99.57
I6wOBg9Kw5LS,1,credit_card,1,93.07,11.17
nXT3jTPcoz1k,1,wallet,1,87.3,10.48
HFmH7q2AifKW,1,credit_card,1,227.96,27.36
zmzRR1T6Ryxo,1,credit_card,3,2045.47,245.46
7Zho4nxrxfZV,1,credit_card,1,1710.18,205.22
Wd88NU2qMhBt,1,credit_card,10,440.23,52.83
BW2n0qSkG81g,1,wallet,1,59.13,7.10
YaqSKjoA2OF0,1,credit_card,2,68.92,8.27
UhltNnwzs2bK,1,credit_card,3,230.49,27.66
BAFaVPtYgsop,1,credit_card,1,238.65,28.64
VlpazTdJLCKG,1,credit_card,2,107.39,12.89
HWplrSzEcOGy,1,credit_card,1,85.52,10.26
TruGyULTheNp,1,credit_card,3,293.26,35.19
5LkjS24UyYSS,1,credit_card,1,428.52,51.42
ODOM8B7v7qiW,1,credit_card,2,383.72,46.05
wa6UM8JL23mF,1,wallet,1,175.64,21.08
DaWfacJOczeV,1,credit_card,1,318.98,38.28
LyfARKAzJ9Ud,1,credit_card,4,381.32,45.76
O1G2reWymBFn,1,credit_card,10,154.44,18.53
OAGU7bo7MtCx,1,wallet,1,250.73,30.09
cEXOHslKfABW,1,wallet,1,145.48,17.46
9JUGQwFYoJik,1,wallet,1,343.37,41.20
QmvayIoLocfQ,1,wallet,1,161.53,19.38
ULVhg8YIAVW4,1,wallet,1,166.82,20.02
DzoJLE5ebUVI,1,credit_card,1,125.84,15.10
DSz1RBEUDPO5,1,credit_card,1,197.8,23.74
9Mf399CkV0G0,1,credit_card,2,51.26,6.15
gYYCMUpZDCsn,1,credit_card,8,140.04,16.80
tSFBFvjxcrhC,1,credit_card,4,939.9,112.79
KycoFjsOJieE,1,credit_card,1,218.21,26.19
vIqOBQyHGtYq,1,wallet,1,116.56,13.99
fMMOBkB70AeV,1,wallet,1,1.15,0.14
Zk6NuUhgdOjF,1,credit_card,1,317.39,38.09
l7uq8ty9mZCD,1,credit_card,1,56.9,6.83
pueM7zYpDILz,1,credit_card,4,589,70.68
5KXpjmkY5D9C,1,credit_card,1,72.4,8.69
OlKnpQdYqWBs,1,credit_card,1,289.79,34.77
509UyzYZ3tfI,1,credit_card,21,129.9,15.59
y4AOtETjDf2A,2,voucher,1,772.4,92.69
P4032lUtamnQ,1,wallet,1,26.23,3.15
NFXlksCOUvxl,1,credit_card,1,10.51,1.26
wbfz0Su0SVWQ,1,credit_card,1,42.04,5.04
Byal4JqUahOQ,1,credit_card,2,1046.56,125.59
XOEs2DsV2369,1,credit_card,1,244,29.28
gDc0aYs6MB8i,1,credit_card,2,320.76,38.49
D6EXHtUIgan7,1,credit_card,2,213.72,25.65
WAfOtGTIQMQf,1,credit_card,1,566.41,67.97
Nn3EBm1cNrC5,1,credit_card,1,247.06,29.65
qUmpBLHEOZQF,1,credit_card,8,922.69,110.72
fEIY7vLUue2h,1,credit_card,1,41.9,5.03
rTvmVxTir2aA,3,voucher,1,145.48,17.46
MoXhX5FWqigQ,1,credit_card,10,88.56,10.63
BbQ9RkiGzZST,1,wallet,1,450,54.00
4NVrUoub0rQJ,1,credit_card,2,146.4,17.57
ird3eOauVC8e,1,credit_card,3,677.4,81.29
yrYPWLJ59kBf,1,credit_card,5,188.67,22.64
4ZnqEwXnd9fv,1,credit_card,1,73.38,8.81
P1yWEHFXKGRV,1,credit_card,2,380,45.60
Ufhmxk8mJyVq,1,debit_card,1,170.98,20.52
3UdaVWnpYLGg,1,voucher,1,98.04,11.76
y1gLAj8qlNmu,1,credit_card,2,93.28,11.19
ddXkHPbJnH6K,1,credit_card,1,161.95,19.43
GQFzC1u3U7Pj,1,credit_card,8,406.82,48.82
FkrfdD4m8HAE,1,credit_card,1,193.82,23.26
w9foHWcwwgl4,1,credit_card,1,424,50.88
zAOlel8DukLE,1,voucher,1,646.6,77.59
NyZOySM5aZoc,1,credit_card,10,1.53,0.18
8D4qqisRMWma,1,credit_card,1,78.65,9.44
XPozmOBkA6Zp,1,wallet,1,83.38,10.01
FTZpQ4ZjuxTy,1,credit_card,5,195.02,23.40
zva0cyhC2I9Q,1,wallet,1,196.9,23.63
brlEBaaEENXr,1,credit_card,5,171.74,20.61
jYtfSyfMSR0G,1,credit_card,1,61.82,7.42
2VKq2QlrJAxb,1,credit_card,6,31.98,3.84
uh53QsHUpzbn,1,credit_card,3,255.24,30.63
DR847Jnqn1TJ,1,credit_card,3,77.64,9.32
9PGc6uww5h2c,1,credit_card,3,331.15,39.74
0KUgUPKJWHMt,1,wallet,1,1416.7,170.00
GDessu1MZpNU,1,wallet,1,34.61,4.15
TJ0Su9aScBrG,1,wallet,1,312.7,37.52
6xDXAKAOKxhI,1,credit_card,1,33.87,4.06
mA9eqOVfkDOi,1,credit_card,10,411.6,49.39
PeevdMH5S165,1,credit_card,1,420.47,50.46
gUTWPNg1ggbD,1,credit_card,6,139.82,16.78
5deYvcJdp47b,1,credit_card,3,34.84,4.18
7DtRUilIIlP3,1,credit_card,8,153.64,18.44
cCUzQ6YvgldG,1,credit_card,2,194.91,23.39
RXXHdx2EZDDa,1,credit_card,4,41.7,5.00
LWABFxBxdzUZ,1,credit_card,1,246.44,29.57
6rWhfHg2WOSx,1,credit_card,3,65.03,7.80
xjYIDJqk0z2x,1,credit_card,3,427.23,51.27
BY6llKElgDpm,1,credit_card,10,165.64,19.88
diUkBcX84XRQ,1,credit_card,2,112.29,13.47
vbZEbIc2rDY8,1,wallet,1,396.66,47.60
MnXTz50bXmxC,1,credit_card,1,61.96,7.44
eXffP6RBW7Rj,1,wallet,1,2784.16,334.10
uhNJ81W6cYpH,4,voucher,1,163.33,19.60
QUo3KddxRw0E,1,credit_card,10,12.01,1.44
ln24jN1inPc4,1,credit_card,3,281.26,33.75
Rt6AqFAS7jwY,1,credit_card,5,376.57,45.19
u3Asvr8vYKWf,10,voucher,1,41.42,4.97
wMR7CLuYwLCe,1,credit_card,1,98.15,11.78
rV3Ao2148ez8,1,wallet,1,1293.26,155.19
pO82adrfraIG,1,credit_card,2,420.01,50.40
UwpOoiFxgIoV,1,wallet,1,42.8,5.14
rb9LKqsi0vLC,1,credit_card,1,788.12,94.57
jvqADQLt9OTj,1,credit_card,1,254.06,30.49
opHrVumDYQJM,1,wallet,1,170.43,20.45
VHV93NpM4s7S,1,credit_card,1,324.35,38.92
qr8AjKFqZzAJ,1,credit_card,3,138.5,16.62
yqzpJb6x26np,1,credit_card,6,609.9,73.19
1Huqzbesexkr,1,credit_card,8,156.87,18.82
OfHExEHGuN3O,1,credit_card,6,590.37,70.84
zonXJZUp0ykD,1,credit_card,7,5.78,0.69
DMEOF4OG3Cl5,1,credit_card,4,27.09,3.25
d0qNTlr9fMCo,2,voucher,1,158.91,19.07
CY5ZFYpNPC99,1,credit_card,4,211.11,25.33
7Hw2BQzkIcur,1,wallet,1,225.6,27.07
yl5Ekh00gBDm,1,wallet,1,135.68,16.28
4naKveyLa0wK,1,credit_card,2,6.46,0.78
fezLTpal1FHK,1,credit_card,1,150.84,18.10
FyZjTuXhBiDm,1,wallet,1,86.59,10.39
jKJ9XOPDpVRr,1,credit_card,2,69.22,8.31
7E8zBSu14yhs,1,wallet,1,106.87,12.82
QS8oHh6Se2Bm,1,credit_card,2,16.46,1.98
xipOJj9qbiV2,1,credit_card,1,276.78,33.21
4woY8QaJW7nY,1,credit_card,1,912.79,109.53
xtqP8Hfujd9n,1,credit_card,8,40.66,4.88
nPfA3Ex0BGBM,1,credit_card,8,15.71,1.89
K6EzazBUxVI5,1,credit_card,6,253.62,30.43
evJK94P0Favb,1,wallet,1,548.08,65.77
O5wz6v4kHhO7,1,wallet,1,96.14,11.54
45D2ugzAcFpr,1,credit_card,1,227.76,27.33
JmAud6M59CLs,1,credit_card,5,60.43,7.25
tjIVnBzQuRn8,1,credit_card,4,210.63,25.28
rU8BKysD5Wej,1,credit_card,3,12,1.44
Sj2sqycFCIax,1,credit_card,8,262.38,31.49
LEIuey0JgsTX,1,credit_card,3,362.63,43.52
86Uk4elIPc5r,1,credit_card,3,484.65,58.16
h1Do4z6vJ4qR,1,wallet,1,163.49,19.62
lWZuETazEJt8,1,wallet,1,51.6,6.19
iHZJaVwlm0ah,1,credit_card,1,32.89,3.95
icKDKyUbeis5,1,credit_card,4,224.99,27.00
JVqTBBD43Lh1,2,voucher,1,74.32,8.92
bCa1Ty4acfvq,1,credit_card,1,829.56,99.55
Xv1QkWmp2MAB,1,credit_card,2,323.53,38.82
KPf8YfYXIqzn,1,credit_card,10,393.38,47.21
NUnlW4e9NpCL,2,voucher,1,145.48,17.46
4m7SbsID8e9q,1,credit_card,2,1690.95,202.91
8M7Us8AUMMaw,1,voucher,1,189.21,22.71
eMRLl1AIIYgR,1,wallet,1,55.23,6.63
4AJ4GFfqogWZ,1,credit_card,1,121.9,14.63
PomMIk0OlgrX,2,voucher,1,33.48,4.02
iPvprlCwDac1,1,wallet,1,390.77,46.89
Ikv3WieFGfzL,1,credit_card,1,216.58,25.99
m5AFb02ly7nY,1,credit_card,1,165,19.80
Oze0MCnjMCif,1,credit_card,1,90.85,10.90
s68gXJrEnCrt,1,wallet,1,136.24,16.35
LyTtMj5N5mth,1,credit_card,1,281.52,33.78
fuIyYpNgvzRh,1,credit_card,1,286.42,34.37
zJ19rmC51G1N,1,credit_card,10,152.54,18.30
QqZ67wn3jwJh,1,wallet,1,31.79,3.81
4sA23jsQRKw4,1,credit_card,5,182.18,21.86
OL5xcdIBEOQ4,1,wallet,1,269.23,32.31
MHjixRQkhAs0,1,credit_card,3,82.32,9.88
BaMZCHASc0tz,1,wallet,1,442.81,53.14
tjvUNYvwGDsE,1,credit_card,1,113.71,13.65
9RZWifRvRlXA,1,credit_card,3,222.9,26.75
RBcKUNS7ucbX,1,wallet,1,153.17,18.38
IBcfhgRENH9n,1,credit_card,4,107.39,12.89
QSz6k87h1yuF,1,credit_card,1,48.05,5.77
BJk2IJWSnyp4,1,wallet,1,36.78,4.41
VILYJk90rOoY,1,credit_card,3,209.45,25.13
eCC8Jn245I0a,1,credit_card,1,30.3,3.64
VVWAaeKrj4FJ,1,credit_card,10,198.78,23.85
s8OW2rvqT7TP,1,credit_card,10,123.51,14.82
v6C6tJPtKNcs,1,credit_card,2,134.67,16.16
WKc00nzZeN6g,1,credit_card,7,333.81,40.06
NpTEZjNh4UoW,2,voucher,1,428.83,51.46
WbIJlKc1aETp,1,credit_card,8,71.43,8.57
2BPpJiNCdwKb,1,credit_card,3,187.64,22.52
OyCu1ccUyzG3,1,wallet,1,36.6,4.39
ul1UCbxOSLyY,1,credit_card,3,57.43,6.89
pm2NRoOKyUiW,1,credit_card,4,785.18,94.22
ZdNlsfeuieMe,1,credit_card,1,159.94,19.19
ybndHJhu2VZB,1,debit_card,1,358.12,42.97
bb0z0CHSHQPn,1,credit_card,8,309.73,37.17
Hkierx2YHJ9B,1,wallet,1,22.74,2.73
GvkW0GUha8W4,1,credit_card,8,63.34,7.60
1lOkk49xpjiA,1,wallet,1,254.14,30.50
JDHkJJM34a0z,1,credit_card,1,224.45,26.93
b9Nugb5EZJdN,1,credit_card,3,72.4,8.69
yzJnZscu4Eio,1,debit_card,1,146.58,17.59
Oo9dbacYuOjA,1,credit_card,10,522.62,62.71
uyNrfih9obU7,1,credit_card,8,266.69,32.00
Gof2U6UmPspF,1,wallet,1,148.69,17.84
oJTGPJ6vpT0W,1,credit_card,1,138.65,16.64
KdxNn4bodQwb,1,credit_card,10,313.23,37.59
pw0sK4ItJa13,1,credit_card,6,81.22,9.75
7srR0oQFK5r4,1,credit_card,1,119.78,14.37
ZAmTIwMAsByp,1,credit_card,3,58.62,7.03
odAhEBPphsEx,1,wallet,1,406.51,48.78
IJ0dNioQGngu,1,wallet,1,221.84,26.62
ljTDKoEeeXxL,1,voucher,1,300.87,36.10
qDbD02Dvy3WX,1,credit_card,8,187.53,22.50
6Zx7OYtcUbon,1,credit_card,10,122.32,14.68
8jMIQdxmnDbs,1,credit_card,1,94.39,11.33
IhCmwBJjeZc7,1,wallet,1,183.56,22.03
jvzEws3lfz0F,1,credit_card,1,131.43,15.77
Z4dTf1l6LNNA,2,voucher,1,276.35,33.16
8x8slW5VLBxE,1,wallet,1,265.21,31.83
4jAWZuIPlokg,1,credit_card,3,838.97,100.68
U5fIlARdq0JT,1,credit_card,6,61.63,7.40
2FqVDVIMjYb9,1,credit_card,2,43.7,5.24
FwXLn5FJigjV,1,credit_card,1,2267.28,272.07
XOJHPPVR6rVf,1,credit_card,1,208.34,25.00
MzeMvfvB24Jv,1,credit_card,4,185.8,22.30
9VeRKkkDneYy,1,credit_card,8,219.46,26.34
mluc8xjLVuM9,1,wallet,1,29.13,3.50
sUZnYD8Fqn8f,1,voucher,1,145.48,17.46
Jg4F8E0VaWka,1,credit_card,2,438.22,52.59
r2qaHnM5iSfw,1,credit_card,1,159.57,19.15
wbzBSZR7Z859,1,credit_card,3,156.77,18.81
2PVgBLEvzxMd,1,credit_card,1,1438.23,172.59
Pp82roSp0KjR,1,credit_card,1,108.82,13.06
EoW3ZiKAfPdl,1,credit_card,1,63.99,7.68
soFgt4fD17Sy,1,wallet,1,706.84,84.82
wBWLwvqO4OZ7,1,credit_card,1,131.36,15.76
1u359ki0V8bY,1,credit_card,8,88.09,10.57
6r2XalKZoMJL,1,credit_card,6,136.69,16.40
b0knA9dJHeiO,1,wallet,1,205.4,24.65
qZ6zP5sYXbei,1,credit_card,8,67.56,8.11
Xxxfuh4ra6N8,1,credit_card,10,61.2,7.34
2b4qv3UVgOzz,1,wallet,1,6.1,0.73
N66Jvtt3dX8I,1,wallet,1,334.45,40.13
ls89204XlxBm,1,wallet,1,85.46,10.26
rUEVXVNccmI5,1,credit_card,4,162.65,19.52
fQe3Hya63ITQ,1,credit_card,9,100.04,12.00
QiEXBrLV02d0,1,wallet,1,2032,243.84
YI9kjSx81BPr,1,credit_card,1,362.56,43.51
PT3gnLHE6sLj,1,credit_card,1,74.29,8.91
2dS02FvM5mv7,1,wallet,1,152.54,18.30
XZfvxrZUiThE,1,wallet,1,230.83,27.70
LsoeXlGTkiLu,1,wallet,1,148.88,17.87
l0Iw3N8qhQCg,1,credit_card,3,48.19,5.78
C1jsvtirpyNq,1,wallet,1,109.42,13.13
lgFYNO9ZXO2z,1,wallet,1,217.82,26.14
U3GIT4RgYfkF,3,voucher,1,328.63,39.44
mjAEKCtQBvlZ,1,credit_card,1,63.6,7.63
S0vncpGYgZZy,1,credit_card,8,285.1,34.21
oom7E2ikQDIV,1,wallet,1,289.86,34.78
qwm8EvXOGqT3,1,wallet,1,35.04,4.20
ldI1nfVU000H,1,credit_card,8,51.21,6.15
Fk2o8NFaGLHY,1,credit_card,4,8.45,1.01
XxoodAhw4yIh,1,credit_card,7,271.17,32.54
XKh8tbq1WiJk,1,credit_card,2,111.85,13.42
H50gyzCRasqe,1,credit_card,10,252.03,30.24
8SjdFuyXo1jx,1,credit_card,6,167.99,20.16
75sZkCQZrUHg,1,wallet,1,33.34,4.00
xQ9Cabuv2wgy,1,wallet,1,407.58,48.91
mVUIODY4QOHf,2,voucher,1,66.95,8.03
N7V1vFJgF95l,1,credit_card,3,516.97,62.04
jhQuTByL4tcf,1,credit_card,4,148.54,17.82
cNMnL1UYwu4v,1,credit_card,1,93.18,11.18
mcCs4mt2sOZY,1,credit_card,8,492.25,59.07
fHeFsK5jHt5r,1,credit_card,2,477.61,57.31
DV1M3mo81aE9,1,credit_card,6,66.95,8.03
FmHbghs1aq0k,1,credit_card,15,83.52,10.02
Gxm1ym9s1MjO,1,wallet,1,183.6,22.03
Olaq8Sa4nbgb,1,credit_card,4,328.91,39.47
2kpP3JXNffbs,1,credit_card,10,883.29,105.99
eykURcb6Rncu,1,credit_card,8,46.18,5.54
Bc94QwU4eBLw,1,voucher,1,33.48,4.02
hpRIv768Ie9A,1,credit_card,9,203.57,24.43
fBabz5ZTtjk3,1,credit_card,8,115.22,13.83
St6TyP9Y1txZ,1,credit_card,1,4513.32,541.60
X8I9EvWFr9nu,1,credit_card,2,162.29,19.47
C30uwDRvavjR,1,credit_card,1,548.08,65.77
DwZROsbOJuED,1,wallet,1,467.09,56.05
ie84ZJk2nUwl,1,credit_card,1,186.88,22.43
5xKwisLaJlq4,1,credit_card,7,14.32,1.72
JWii0eYvhMZf,1,credit_card,1,245.82,29.50
gmbVD5aELDud,1,credit_card,7,193.3,23.20
xeTjslx6I4sD,1,credit_card,10,113.76,13.65
vtm1uWbq1cuK,1,credit_card,2,37.19,4.46
gRkdfsH3aLtR,1,credit_card,1,294.7,35.36
UaYbycFIaWZd,1,credit_card,7,29.33,3.52
8YXflCOE0SOc,1,wallet,1,57.56,6.91
ILqmXYqZb8UC,1,credit_card,4,416.55,49.99
9kj8UqJ1PHub,1,credit_card,1,210,25.20
9bxGWePg1I93,2,voucher,1,256.03,30.72
fjdML07bpCen,1,credit_card,2,88.47,10.62
6FJGKL71aquP,1,credit_card,5,285.59,34.27
PzsZt4crrGdt,1,debit_card,1,548.08,65.77
GAJ0uRdeCOil,1,wallet,1,1388.68,166.64
79AaLPAWjvQq,1,wallet,1,97.19,11.66
qMcvSMnjGnQ6,1,credit_card,5,712.05,85.45
LVJ2qwcCch1E,1,credit_card,4,65.18,7.82
iFJ2nirodrmn,1,credit_card,3,1061.76,127.41
lqreFg5hwCHg,1,credit_card,2,70.35,8.44
asmt7Xc6Wa2e,1,credit_card,1,6922.21,830.67
DWWC1E9Lwjda,1,credit_card,1,151.39,18.17
ydaDccMRsimH,1,credit_card,5,229.99,27.60
MagdeCkbmAYs,1,wallet,1,745.35,89.44
JDKNQe0j6ZTd,1,credit_card,4,188.67,22.64
VahnwkDhwGdq,1,credit_card,7,114.62,13.75
UnA6uaHi92MC,1,credit_card,2,384.93,46.19
BQGxQpeFPwwd,1,wallet,1,15.61,1.87
HazbauzVpNbK,1,credit_card,3,278.38,33.41
XT0AEIYHmCX5,1,credit_card,2,445.59,53.47
znxhTEfrnivY,1,credit_card,1,1476.8,177.22
XA3DgbrykMy5,1,credit_card,1,24.11,2.89
n35dE06vBRL3,1,credit_card,6,149.15,17.90
fCw800HdklmG,1,credit_card,2,29.7,3.56
4yDQe8Po2udQ,1,credit_card,2,206.65,24.80
Esk0skncdngK,1,credit_card,1,231.86,27.82
G7H39Mzp0OCa,1,wallet,1,40.12,4.81
KPgPD0NJSJFP,1,credit_card,4,27.93,3.35
NohwDmVGQtTY,1,credit_card,5,132.69,15.92
gmpVSOFfe1LE,1,credit_card,3,1131.73,135.81
OyL7yZKIfGKz,1,credit_card,5,9.81,1.18
tLjOSH3tyxNg,1,credit_card,2,435.74,52.29
0XeYxcBs7HrQ,1,credit_card,6,411.33,49.36
YZcbvdBlhlF8,1,voucher,1,375.74,45.09
mVrQQsYz9a9i,1,credit_card,5,4.03,0.48
bDJVUqVsHRf8,1,credit_card,7,80,9.60
PUhGWbwOPxw7,1,credit_card,1,188.8,22.66
ruhtm0uGNw4J,1,credit_card,10,10.98,1.32
qwij3sMIWoF2,1,credit_card,2,62.04,7.44
Ei3A7qBSk30R,1,credit_card,10,318.69,38.24
JaQOlRpfeg1D,1,wallet,1,373.24,44.79
MYzDo86qDwjM,1,wallet,1,447.42,53.69
Sns8B4aUXUzP,1,credit_card,1,31.86,3.82
sb60zqMGF9WC,1,credit_card,5,25.29,3.03
V5HEa9b9reLr,1,credit_card,2,410.1,49.21
3g4X5M6Ksoxv,1,wallet,1,72.95,8.75
zfjeHBaoerdL,1,credit_card,12,389.7,46.76
mfbktf23Eevx,1,credit_card,5,133.57,16.03
szx7UACQiGq0,1,credit_card,1,120.74,14.49
GveV7ufupvNC,1,wallet,1,273.27,32.79
Y6LlWlqarpcT,1,credit_card,5,1458.51,175.02
BUkMjrp7kFy0,1,voucher,1,186.36,22.36
w4RV7WTelvzN,1,credit_card,2,354.52,42.54
7Dp1tqFIL5L9,1,credit_card,7,145.62,17.47
M2M0P7CYD1xf,1,credit_card,4,44.91,5.39
upSVSRs753St,1,wallet,1,1314.95,157.79
JmcQkAH2qwF8,1,wallet,1,41.46,4.98
I9B3kX8kRueY,1,credit_card,1,222,26.64
Fz8yIXSZC7dr,1,credit_card,1,64.68,7.76
cr0QORZ78DNt,1,credit_card,1,402.16,48.26
dQeFSqNIgqOi,1,credit_card,1,248.94,29.87
bUnwLXMEmQtP,1,credit_card,2,214.27,25.71
gLYMc2du256n,1,credit_card,5,1044.03,125.28
iHSkkbfN8amy,1,credit_card,8,127.91,15.35
D0BtXcpjtbw9,2,voucher,1,1843.85,221.26
dfC7sDpu6YRy,1,voucher,1,70.35,8.44
ROvQL4HPSsYl,1,credit_card,8,121.93,14.63
vjBF9D8mgLIP,1,credit_card,4,276.65,33.20
6KucZ4xI3Hm4,1,credit_card,5,3.39,0.41
KUezHfEclxU7,1,credit_card,5,249.03,29.88
duEF4N39KvcD,2,voucher,1,145.48,17.46
wMCqgJGax7ev,1,wallet,1,323.93,38.87
mOzinARU14Dr,1,wallet,1,100.83,12.10
ak7jAEYZhLaG,1,credit_card,5,252.19,30.26
bEj0gKfueyCe,1,credit_card,1,94.97,11.40
YOccV7NdtXUa,1,credit_card,1,249.3,29.92
kMsX08xUtLNT,1,wallet,1,195.13,23.42
2bVWSzcTfULv,1,credit_card,10,1.53,0.18
o59Ne47HBWTE,1,credit_card,1,335,40.20
VCDaFAveuOGs,1,credit_card,1,171.72,20.61
Uwhp3BREnKht,1,wallet,1,248.35,29.80
Fx3Z8vBLOpJA,1,wallet,1,257.45,30.89
3dMgLKVdmpmq,1,credit_card,3,96.7,11.60
vwk4vPZ4yWfR,1,credit_card,3,22.2,2.66
U4Ewk7AwozxF,1,credit_card,6,385.3,46.24
8Z7QY0i7iU0R,1,credit_card,5,194.45,23.33
ZsHqaiUepExD,1,credit_card,1,243.01,29.16
jiaqXo73stXs,1,credit_card,1,198.28,23.79
Uw9WYBv0thDy,1,credit_card,1,214.16,25.70
cJhKFXLAmAMs,1,credit_card,6,174.24,20.91
s4guf6AIULY7,1,credit_card,4,135.2,16.22
tnH8m5h4aGgu,1,credit_card,1,13.45,1.61
YocgPDRseR1m,1,wallet,1,381.88,45.83
uTzM94DaHAuv,1,credit_card,5,39.87,4.78
AwBUfgIlgS4a,1,credit_card,3,1504.61,180.55
Sr0lAqV0uNJN,1,credit_card,10,1052.36,126.28
47VQ6AMkiz3d,1,credit_card,1,141.09,16.93
WM0s3mlVM6h9,1,credit_card,5,307.3,36.88
0PiVUtZ9ZW9j,1,credit_card,1,78.48,9.42
hijxA1M5MX8l,1,wallet,1,323.38,38.81
rKu9XMg38zVf,1,credit_card,1,151.96,18.24
MV1dmfPvYhER,2,voucher,1,143.04,17.16
p1UcRcOmbVJH,1,wallet,1,333.34,40.00
4RYZe2cYzWSa,1,credit_card,2,70.24,8.43
gSvya2hmFP9F,1,wallet,1,239.16,28.70
AhMawSYjqxt4,1,credit_card,10,659.41,79.13
DDZMjPuy3juD,1,credit_card,1,330.65,39.68
F4I9QiVmSUBs,1,credit_card,2,70.36,8.44
8Dytu3KBBw8Y,1,credit_card,1,66.99,8.04
all7RcipRP9C,1,credit_card,1,393.32,47.20
a2tcGcStf74V,1,wallet,1,303.4,36.41
13vi1XBfm5wL,1,wallet,1,282.77,33.93
Eu6IsdHH11H0,1,debit_card,1,628.35,75.40
UaZQuuYakHkq,1,credit_card,1,337.42,40.49
pc0apkCejUYC,1,credit_card,8,313.99,37.68
Xw0RtV7ZOmoj,1,credit_card,6,244.15,29.30
VA6gjEtMHIpB,1,credit_card,2,190.04,22.80
kTp3whGZTJzE,1,credit_card,3,96.14,11.54
7izxl5VC0ooU,1,credit_card,2,70.43,8.45
sNMfqj0BUCPv,1,credit_card,8,160.53,19.26
7XWFZ1wVuHtV,1,wallet,1,186.85,22.42
Vtp5t2aStVRn,1,credit_card,1,25.58,3.07
qU4jaAiDFYwX,1,credit_card,1,257.05,30.85
76amSC9j053c,1,credit_card,4,46.43,5.57
VsVQbTXfrKOy,1,credit_card,6,164.25,19.71
iWu5ktnHHwwO,1,credit_card,3,304.35,36.52
cRxBWrQuoS8j,1,credit_card,10,377.25,45.27
5OHHb0NC8RaH,1,credit_card,2,130.77,15.69
3bKdPgT911QG,1,credit_card,6,48.7,5.84
nRHubIs9AWCN,1,credit_card,10,453.88,54.47
OyXUvolibSzz,1,credit_card,2,155.63,18.68
aik2WV3tm1Vr,1,credit_card,6,83.22,9.99
rojfQBHTDiT6,2,voucher,1,1843.85,221.26
lO9z4rcPqPLg,1,credit_card,2,74.16,8.90
rdGyBBT1KWoj,1,credit_card,2,0.1,0.01
0SDXHVuLiiwQ,1,credit_card,5,224.59,26.95
mgEv3qUp3Dpb,1,credit_card,5,383.72,46.05
4Kf3UXmhzkAj,1,credit_card,7,133.19,15.98
5EdhHTyipOCZ,1,debit_card,1,170.43,20.45
tsx0SFFqNekv,1,wallet,1,128.93,15.47
MwIOqM6WzKq2,2,voucher,1,99.3,11.92
FoOrgy5mHEXZ,1,voucher,1,133.98,16.08
MHszXo8Xu0eE,2,voucher,1,239.8,28.78
nyDh0saFsV9A,1,credit_card,3,39.72,4.77
inr5mU3xaX1t,1,wallet,1,239.16,28.70
9b27CNKHZe8K,1,credit_card,3,281.87,33.82
