order_id,customer_id,order_purchase_timestamp,order_approved_at
kSJqkIVlmvJ1,Tse4Z0CmfvDT,11/6/2017 23:40,11/7/2017 6:31
mS6rKeUEtHo4,o6rAwWQA2zlo,6/24/2017 11:57,6/27/2017 4:15
3e7vFb1SqdLC,81y4ttg133TS,4/12/2018 10:47,4/13/2018 2:31
mBYrHuZdXO2Y,tCvUD3UAxkY1,5/22/2018 9:55,5/22/2018 17:14
YWfubN3XIo2Q,hWou0WPeSqzN,11/25/2017 0:13,11/25/2017 2:59
ZitsDRE7m4SJ,bEWk2H2peVjS,1/12/2018 13:44,1/12/2018 13:54
t92YzhGos8DX,YgJw3cQkA76d,5/3/2017 13:59,5/3/2017 14:10
1S7jwqyq85sa,L1UKCzVSmCdq,2/2/2017 11:42,2/2/2017 12:13
5wrD1mMsgPz0,zgESAamn3uxT,5/28/2017 20:38,5/28/2017 20:45
fYhqqqjac65v,E4SJL6OsJYNb,4/6/2018 18:14,4/6/2018 18:29
vodpDa1bQm2Z,6vMMKZjch1fX,12/16/2017 23:59,12/17/2017 0:12
7fb5omk4IuV7,DLupRxH6QHRe,8/4/2017 13:47,8/4/2017 14:03
89lm4REOOH5L,s7NihSLfE2tO,2/27/2017 18:34,2/27/2017 18:45
gZnqCIYKYGC6,sMyTsnmapdn0,7/9/2018 11:28,7/9/2018 11:45
Jl1AkFYf5pKr,XCTfr1TEan8b,8/14/2017 12:18,8/14/2017 20:24
pvgelpcQUdhf,RVDdYqRnAW74,11/14/2017 16:45,11/14/2017 17:11
DBFrhmWYhMpT,FXHIa2DxlsPE,6/6/2018 13:59,6/6/2018 14:34
lyD5ZQNI8NOj,2NbJ6K3G7tWe,4/29/2018 15:52,5/1/2018 5:32
L9BTbEAeYgjt,7yi8f2SUFT4j,10/18/2017 8:41,10/20/2017 2:49
QVCwBRHplqPM,HEzsV6ZkrQLW,8/6/2018 12:40,8/6/2018 12:50
fqx9RucBumAD,e67XVaNuZgAH,3/13/2018 19:17,3/14/2018 10:07
6K67QpZJudO2,SSqm79WcqMGY,4/8/2018 16:24,4/8/2018 16:49
aqMb8C1YSE9s,17dHQ5Pbnpbr,8/30/2017 20:12,8/30/2017 20:25
ImjbH2dbl4LF,oUg86JOMKrJJ,7/14/2018 14:08,7/17/2018 4:31
pLRhhz0YugSv,YxK3Dc6kiBvr,12/12/2017 23:50,12/14/2017 8:12
BahKHtoaSEdG,i3AdG3tJYo9q,5/31/2018 12:56,5/31/2018 13:10
z9SgMzMfFZEn,4Vm7zMsG4N7l,5/19/2018 16:47,5/19/2018 17:11
VlRsfpz9sbF2,eJb4558XCgoW,7/11/2018 18:01,7/12/2018 4:06
meNJXKfQKwnC,SPWsWuVw8wjY,11/13/2017 15:41,11/13/2017 15:55
lbUjF7dOa246,yS99rsUKckrw,4/3/2018 22:30,4/3/2018 22:49
3Z8ojgNE0PTt,7PnahfQ9i7OF,7/24/2018 20:48,7/24/2018 21:04
yT6dnSCXN53W,1dZTzSOyoHjv,12/11/2017 15:53,12/13/2017 6:54
wYWeXweTz2ic,1rxABTVO5Gi6,10/19/2017 23:21,10/20/2017 1:26
k8eP8Gwlr7MV,NEsUrPOxnVHF,5/8/2018 16:05,5/8/2018 16:18
TQ83uJN8Y6lf,FL4Nn2efB7aX,4/9/2017 22:47,4/9/2017 22:55
bcXeOMSmIyX6,TWgOjZq1BlGL,4/28/2017 12:04,4/28/2017 13:04
0VCJYk4HRsFo,BGUhO68drpbK,6/10/2018 20:41,6/10/2018 20:57
BJJLBFZG7S3J,bAMCR5b4Zdke,5/20/2018 19:46,5/20/2018 20:18
HvJtS3E2u0HM,AG6kWKJ3d6oU,2/4/2018 17:12,2/4/2018 17:29
4wWEQztZpDIs,c3hCy0SRuq05,4/19/2017 3:08,4/19/2017 3:15
NKCgB052jz0L,xlz8RaYcEieX,7/17/2017 3:37,7/17/2017 3:50
wuTvWoq8YUQm,02sc5WBaORsP,1/23/2018 11:46,1/23/2018 11:59
NsP3oYdiVXwt,q0GqEKeE4gbX,7/26/2018 13:59,7/26/2018 14:40
pYyx6aFm3hgS,VJCISGbLkaqE,5/20/2018 21:30,5/20/2018 21:50
CNFtDQ7mEng7,J9euxTi2nHvn,7/23/2018 12:58,7/28/2018 23:31
JbRGLrUmueQh,ebPD0FbT6oPk,10/1/2017 23:11,10/1/2017 23:29
jxn8TDlSUcTJ,QUTaTf0KMQeA,11/12/2017 18:30,11/12/2017 18:46
YyGKNc2I1x5d,VFJGp3HAjDr8,4/5/2018 19:10,4/5/2018 19:29
YGuVJrzS5WjF,XmXT1SuOTIcl,1/17/2018 18:49,1/17/2018 18:59
rcIQlik09oBI,T0jVkj9TJUTo,3/26/2018 12:06,3/28/2018 16:27
3TZIWjjqozwe,LjXuZkTBBafa,1/16/2018 17:30,1/16/2018 17:38
JvLE6YjDUcg0,NEp62BWvyPI3,2/22/2018 20:16,2/22/2018 20:28
Qv0TAS0GeLO2,Lxz6jqVwpC5L,3/26/2018 16:18,3/28/2018 2:47
35pDgxI00E9k,Zg2KJzlcdryH,6/24/2017 20:03,6/24/2017 20:10
SbJJb1h86b8L,phF2EIFJNMSt,11/5/2017 18:27,11/7/2017 2:31
K59OMSiTZaY4,o1S5JEW0LPC7,2/27/2018 18:26,3/1/2018 2:49
yPy3mC3hF3ey,GkLnnzkpEutw,9/19/2017 17:34,9/19/2017 17:45
GXJYQW0v8QNJ,eyrCtB8sFpFr,1/13/2018 12:21,1/14/2018 12:11
f80cYzZ7tc3h,L23JPXOklbcq,1/29/2018 21:51,1/29/2018 22:13
m9GleTpJS6de,WsmSJPujOr6j,12/12/2017 16:59,12/12/2017 17:08
m0P4AzErliu3,oSMqT9fh1Q9L,2/22/2018 23:13,2/22/2018 23:28
WGMZZEB0jLBp,tKST6ecXSGIL,8/1/2018 19:50,8/2/2018 19:45
Z2YnbOsZ11PC,Qr8RrW9mnPjz,4/19/2017 19:34,4/20/2017 2:50
5eONe8vCe5nJ,oIyM7188aPJp,2/28/2018 12:50,2/28/2018 13:10
3uT0Bz87rHB3,fhl2irkAnFTD,4/20/2018 11:43,4/20/2018 11:55
OGVAzYgca5hi,rppo4sLmqtSu,5/4/2018 18:44,5/4/2018 19:10
64TmmeEmjAM7,WWVaunrJXy9q,11/29/2017 19:21,11/29/2017 19:57
SkoTArc1auTi,1Ku7sqgiQJbP,8/3/2018 21:45,8/3/2018 22:23
lqZO7VdPrfm5,a34bAqHg4kWJ,5/7/2018 16:19,5/7/2018 17:56
rJwbaz4RUgoX,0rnhD7dDkJtt,7/15/2018 12:29,7/15/2018 12:45
dKoPlhbMBNA4,KY637awAIGjr,4/11/2018 12:06,4/11/2018 12:15
NlSVPEZ3wUog,jXBdhMFmgzt1,8/23/2017 16:56,8/23/2017 17:32
LPlyvTeyKMyx,gCJwvkjpkoZe,1/15/2018 16:47,1/15/2018 16:58
2xFFVU8qmik8,J3pr7Vkqlu1Y,4/16/2018 10:19,4/17/2018 8:15
U9PSBeKOwmiS,wKuP04VZpdRL,8/4/2018 8:57,8/4/2018 9:10
k0gZ3xKIB9ni,mHq5hiNwTLBm,4/7/2017 19:21,4/7/2017 19:35
ypeHzsGFQl6b,p32R2Vz73lLd,8/15/2017 19:15,8/16/2017 19:44
aRH52avxnVUq,522VZ2rhc93H,4/22/2018 18:10,4/24/2018 18:58
7hlvUwjqYocL,TQjbYljPsiwC,1/6/2018 13:40,1/6/2018 13:48
0EUDpmFWpXjD,pYdIECYtradb,2/6/2018 12:10,2/6/2018 12:30
6ii5LkpuCkh9,i8cJiVgPVLLB,2/5/2018 13:50,2/5/2018 14:10
l7UJoh0Cfhv3,XPkfYykXl7dX,10/18/2017 13:34,10/20/2017 2:49
uXa8KZ7WrOT7,oS3tb9MEjJPj,6/11/2018 23:13,6/13/2018 2:37
YMjrWGgn1ZBs,5zCSpW8A4A5f,12/10/2017 20:42,12/10/2017 20:50
90b10SZPqs49,4XMItHxXeRNl,5/15/2018 21:17,5/15/2018 21:35
IGwY7yGFPmF5,fpYhqamIFS41,5/13/2018 18:08,5/13/2018 18:32
omGMbINdo0Jx,f0FW4EkJVSdJ,12/4/2017 20:21,12/4/2017 20:35
KbjUTnIGHcWK,6GahohT4g2fr,1/8/2018 15:05,1/8/2018 15:12
bXXbbwH949GM,8lIAwIJDTH8t,8/10/2017 11:58,8/11/2017 15:50
4OYKxqaE418Z,3g7LPg7ObaxL,10/20/2017 23:53,10/21/2017 0:05
XEYb4UinT76H,3h4QBwwAcFpA,9/8/2017 8:49,9/8/2017 9:03
UzJORNupx1Cn,Ga1pMAZVhqZS,1/12/2018 21:25,1/12/2018 21:36
Z4XfN2eJee56,jbkaA5yfmcwZ,8/11/2018 21:20,8/11/2018 21:30
l4y5f67a0OuD,MhQzGpj5dJkp,6/6/2018 22:00,6/6/2018 22:12
Ms8uMEuI8iRB,b8XqHV3hpalM,12/10/2017 22:51,12/10/2017 23:08
TGEkVXAwbDtJ,C1OkEUOV0H1f,1/15/2018 17:09,1/15/2018 17:18
vKwkZBy4JTdi,LQtWy6EvnKJS,2/15/2018 14:28,2/16/2018 7:47
CyCNMdvu5oNa,76EjhaF0tP24,8/2/2018 20:09,8/4/2018 4:15
YLY1VKP645tD,4pdIl9pOTSEJ,3/20/2018 14:25,3/20/2018 14:49
mmiGfcaYjnFa,YNHMBb8kRXTP,7/31/2018 13:35,7/31/2018 14:31
yCbX1TH8pt3V,lOw1uo4JhiSB,4/22/2017 18:40,4/22/2017 18:50
V0v5aUxhlDn3,r79YfqBeMpMh,6/7/2018 11:29,6/7/2018 11:58
QT1isZjvmNbK,tGvstXtDnbKp,5/4/2018 15:38,5/4/2018 15:55
VYlNRevZkv4l,wPbIRkaFZXtB,10/16/2017 15:08,10/16/2017 15:27
4RltudboW85z,39qXbPT1z15R,8/4/2018 13:46,8/7/2018 4:44
c4RrfOQGuzSX,bKwwFRQBoIGv,1/30/2018 14:57,1/30/2018 15:11
Bry7ANmUo0Tx,IQsS2lWdvGq7,11/24/2017 11:54,11/24/2017 13:52
44OUTYPpVYil,rhzi6KYPngeY,5/2/2018 22:36,5/3/2018 0:30
jFSd0Mml7g0I,VgyMSg2kq4qu,1/21/2018 15:35,1/22/2018 13:52
FowCKIVJBTR2,9DUf09wVZCey,6/30/2018 17:41,6/30/2018 18:50
9rImYBJkMLS7,F4P3hDDJnlmc,11/21/2017 23:33,11/21/2017 23:46
OKD1SEyxc7zx,zjpGGfrifJf9,2/14/2017 14:28,2/14/2017 14:35
w6z1lg3GzkUY,4Mi4wg8SnvEx,9/8/2017 11:27,9/12/2017 4:50
G9MjxAZkB08F,VyuLIpQRUol6,10/14/2017 22:54,10/17/2017 4:08
WucmoTYZx00d,mIumvoQRjAXx,3/8/2018 16:12,3/8/2018 17:24
VtrB4D5YN2xL,xV3Edo9t9ubP,1/18/2018 15:17,1/19/2018 2:37
t48l4In2coAF,BKN2uwmZhv29,3/5/2018 12:30,3/5/2018 12:49
HaQsBlOL6fkd,vEsRu6wY2vjf,2/22/2018 7:57,2/22/2018 8:10
7zQwKEUBIH2D,dQZZyNFV5Qmf,9/7/2017 18:05,9/7/2017 18:23
IAWBtcfildzo,9lMi2M77MjdX,8/10/2018 16:04,8/10/2018 16:25
zwP13Snvg2VS,fxaJ2NB2NWmh,2/12/2018 22:38,2/12/2018 22:47
JK3VXKXfUeoy,xc54FPGK5lPf,5/23/2018 8:18,5/24/2018 8:19
fMuRUq8ejmqT,1Go7LPi7al6k,7/16/2017 22:14,7/16/2017 22:25
6mkgqHs27Jbr,LuNVGGpNcTdf,4/2/2018 12:24,4/2/2018 12:35
vXvH6rwukvPa,XZ8foZSEI0Bt,3/4/2017 9:55,3/7/2017 4:05
Wtk7m5NNOJmH,ybxuYr9Yp1J8,3/18/2018 15:50,3/18/2018 16:05
Vya75xp6rCUc,IaCYORu8Tyji,7/22/2017 17:22,7/22/2017 17:35
dGVPpxADTQ5k,R8TWaL1CuT4B,3/28/2018 17:18,3/28/2018 17:30
uo8UxCZm5Xbl,7WQYOKWgK3Lk,6/5/2018 17:55,6/5/2018 18:13
jBWEv5U2Egr2,WvyBDJJlIeyn,1/24/2018 0:29,1/24/2018 0:38
9jRhamddy74h,5iTXmQoXZ7wl,5/8/2017 9:36,5/8/2017 9:50
O9iJIfB3RuR2,JyCj58A25MGr,12/6/2017 15:44,12/8/2017 15:38
T46uIrPhvl3b,yYPfuFEdGpWu,12/18/2017 18:13,12/18/2017 20:30
QKSvOCxOsvkk,660jxskKE91I,7/19/2018 15:12,7/19/2018 15:25
HcCiaKWdqQ3m,JsF4BtO6LYUY,5/28/2018 8:28,5/29/2018 3:14
hGINgFUi4zaF,03C7riFu9BIP,2/12/2017 18:14,2/12/2017 18:30
d3xGz0hkXtHx,vQz3D8eGFfAD,7/24/2018 10:56,7/25/2018 2:55
mtkmtN9aDELC,UcE9y0hiO5Da,5/7/2018 8:42,5/8/2018 4:55
JWxggl2SVfHt,8pr8Pgf6DaAa,5/21/2018 13:16,5/22/2018 9:36
GroGbYACtf5Z,YKchqWyKMcLP,3/5/2017 17:09,3/5/2017 17:15
tVkw1TEkpU5j,P8rrcOw3cI5c,6/19/2018 8:56,6/19/2018 9:18
Jtu9pyNTv8C4,R2BHuO7Y98uk,5/22/2017 12:40,5/22/2017 13:10
6h0VAOL69rHW,hnzS1u0ic0Vh,4/16/2018 21:07,4/16/2018 22:10
3haZ3pM4UHg0,n1r7juteC7R7,6/30/2018 15:57,6/30/2018 16:30
TSNoqEs6eqqb,iv7Yxm65DTCF,5/9/2018 15:37,5/9/2018 15:51
EHABZUazsCJ7,amPXENTHAHfl,1/24/2018 11:31,1/24/2018 15:16
LvodHLu8D1QK,OJdOFa6ZqYvD,2/14/2017 16:20,2/15/2017 2:50
Gx6HozBbD9lF,hNY5L6dLBecl,10/17/2017 18:29,10/17/2017 18:42
uNWNsrElvfUJ,WY6QdmZQcrsy,5/14/2017 9:31,5/14/2017 9:45
PZk5ZkJoOzvq,qPKr6rs4Ykbj,3/11/2017 18:34,3/11/2017 18:34
CtIYB2Ynxv8a,M19AUuPSn74S,4/9/2018 13:11,4/9/2018 13:29
JUdsmClypoV9,UPaWThT59IQ7,1/10/2018 11:13,1/12/2018 2:35
2qoUP0A3LFLD,9g0mR0t6GcIM,11/28/2017 16:47,11/29/2017 2:15
n2pL5ZBzjwHT,GP3KNLjylQ3B,8/17/2018 16:46,8/17/2018 17:09
Q0GKAsP6mOxn,sDg2f4DvUil5,12/1/2017 9:38,12/1/2017 11:31
PQrLmn5uooYQ,GHZ9plTVBSXo,5/8/2017 11:45,5/8/2017 11:55
QgcWdTxopul5,waPJppBwtxKA,1/15/2018 14:12,1/15/2018 14:19
15OH5T5IGDX4,9AmAShXwuOkK,12/11/2017 9:46,12/11/2017 9:56
rh5oJIUXcPId,f8PmzE0byE5X,5/10/2018 6:47,5/10/2018 7:09
TRqJu9cuRpSe,fUGQWiZKewRD,6/28/2018 2:01,6/28/2018 9:10
0nYc8D8BuPXN,XS7V3RYhEQ13,6/29/2018 7:51,6/29/2018 20:10
S2TClvd1IMtP,qkw5t7kE44w5,7/11/2017 12:26,7/12/2017 2:24
o5EV764JHg20,tBdzPJrOBrmm,2/6/2018 21:44,2/6/2018 21:55
CU0D8FpVWcu8,g9Z9mWcqmRZw,5/3/2018 10:39,5/4/2018 8:31
fevHP5QHjNOh,EcGIRB60EGfC,8/22/2017 17:49,8/22/2017 18:33
J2hgSgZVZ4S8,ye5EB16y9und,7/21/2018 19:34,7/21/2018 19:50
6eUk8n5fvLkf,WNj3Gkbxfeg0,8/17/2017 9:49,8/19/2017 2:24
6xzOO3bMPI10,q37F4rbSwoG6,2/1/2018 19:55,2/1/2018 20:14
urNfeAGBWxb0,qS2FSZfA9V5c,6/28/2018 20:53,6/28/2018 21:11
2M8t8KKJJDOF,OD8rvGoquZMk,7/11/2017 22:11,7/12/2017 0:45
XtTZTwHZZugH,OGRLNXgC1BlS,7/30/2017 19:07,7/30/2017 19:23
5X6pl60en8np,vmXZeYbTbkUL,10/1/2017 13:25,10/1/2017 13:35
Jq0PYPEvVhdo,BsnZZZUSyOjd,8/12/2018 10:33,8/13/2018 10:30
AgctJuBeQjOS,cuOs4S7iSMec,8/14/2018 17:27,8/14/2018 17:55
EZYnfY30QxT7,BCNzvxlZOV2i,7/26/2018 20:20,7/26/2018 20:30
WbFJQseUNoLS,S0kmJaUm1y6Z,7/11/2017 12:22,7/11/2017 12:30
Wd0kYWWu4ar7,ztiWba7TYwYy,6/28/2018 0:27,6/28/2018 1:15
ttoUi8sxPLhc,LXoNf6RAMoAM,6/1/2018 0:39,6/1/2018 2:33
ft2YuhYchTXg,it8Nfm5YREyh,4/5/2018 21:40,4/5/2018 21:55
vM9il37ONkMl,MjzjGNvrqW2c,9/2/2017 19:28,9/5/2017 4:35
RSiOcsVrvHce,ofO12Q2g8TvH,2/18/2018 18:26,2/18/2018 19:30
ewVuyUEdqoKA,tqpq0vv53r1n,11/6/2017 10:29,11/6/2017 11:31
1kSgzsW02G7B,vaV58wY2sKLC,8/6/2017 11:45,8/6/2017 12:03
Hdw9a5rTqEh9,oc3DiCwwM0ft,1/20/2018 9:56,1/20/2018 10:13
nwCiSUkugedS,IAvxLln7Ql4O,1/5/2018 6:23,1/6/2018 2:27
ic3FLtegibQr,Qb3xQcwbFuDd,2/22/2018 9:03,2/23/2018 2:10
OssEJuyq2PPu,qu3BWPa7Jg4d,3/14/2018 8:52,3/14/2018 9:48
bbqeakWK9hXC,7SfzRizrqAiB,7/16/2018 14:07,7/16/2018 14:20
Ulj9x3f78suo,JWD7ANzSrysj,4/26/2017 10:41,4/27/2017 8:22
86s5XFiQBiZb,LXycCaSUr7KP,2/9/2018 17:04,2/9/2018 18:00
BUjjDwZ4BZpL,uYNoER0HBvLx,5/5/2017 20:43,5/5/2017 20:55
QAesw1UrYooP,a20PIE1Dnsjk,2/17/2018 16:54,2/20/2018 7:11
hFZGEYX9c8C8,fexPGqJfXtuM,1/8/2018 11:23,1/8/2018 11:35
pg9GnYhQqF66,zO8f4KLiDfVR,10/13/2017 18:46,10/14/2017 18:34
Cf1QTs22qQeh,1ljqKAX3wG4b,3/31/2018 15:01,3/31/2018 15:47
fuP4EM9R1xYD,UIAra2isG47r,4/28/2018 16:42,4/28/2018 16:53
Eufk3RvKYske,RpTqxplwv3rJ,4/21/2017 17:17,4/21/2017 17:25
LSIeKQ8N8TzI,LvF1iD80KoFi,3/17/2018 12:46,3/17/2018 17:57
l8eG6WOqbAd1,eNz7K8Pt7JAS,4/5/2018 9:58,4/6/2018 3:28
zTSrdDjqLLSq,WSYSq7AvMauC,5/22/2018 23:33,5/23/2018 7:19
hLCJjXakFGcL,un5PpoTix7Ji,4/6/2018 17:22,4/6/2018 17:35
yWJn6KLUp1HL,uTrU0iUsti3T,5/9/2018 13:33,5/9/2018 13:51
W7IXJJYBqIh6,DuGgNdpfljHO,8/22/2018 16:38,8/22/2018 16:50
lglIIV7fkryl,hrEYdbOhzvmY,7/14/2018 17:07,7/14/2018 17:30
d4FC6RTs6Vhh,CG7Gmc0WETfe,2/26/2018 15:32,2/28/2018 9:29
JbjOsOrvzDEU,UaVqshTndjdC,4/30/2018 1:03,4/30/2018 1:15
IyXiYjlcN0OQ,Y5YKuEPeyTGX,12/4/2017 21:02,12/5/2017 8:30
7MF7vG6Gecj9,Bk5wIYdtmoni,11/9/2017 22:49,11/9/2017 23:06
9CfWhYOlwTqr,bfW2qzfnlyPV,10/5/2017 22:11,10/5/2017 22:24
75JeI3homjfS,aXhNmvUnhjsg,4/23/2018 18:33,4/25/2018 3:51
RoXfTxP6LOPt,suYSqbzgMDQD,8/19/2018 11:25,8/20/2018 11:32
4Yxka4E7jZUo,Og4Ya4b9vThg,1/9/2017 21:40,1/9/2017 21:55
2BFyQRuRGGzJ,C9LtkuEOw38Q,4/17/2018 11:10,4/17/2018 12:15
Bo1oRzHwSUTV,FPtm66VUTK7o,4/18/2017 8:58,4/19/2017 9:05
fR3BdXyS0jwV,wSBo4zSWBomh,4/30/2018 20:24,5/1/2018 3:15
RpNI5qUIAnO6,UN46W9BD5mim,3/11/2017 0:27,3/11/2017 0:27
0raZosLjCc43,CnJvRXIVgTGE,7/4/2018 16:37,7/5/2018 16:16
42jL1LEGW4Lj,up8K6TecGKyE,6/23/2018 18:22,6/23/2018 18:35
rZtVp4PLAb0e,gmuGgQ505Uih,6/16/2018 18:29,6/16/2018 18:57
WooCI4Uvb0q5,EkbZ7fMiPuQc,8/22/2018 18:03,8/22/2018 18:24
v9shwCtV6hbO,DePE11VUFLXW,9/1/2017 10:07,9/5/2017 4:24
6mkVcF6jjdAI,hgus8vjTCDph,8/25/2018 0:26,8/25/2018 0:35
V2vUnP9FAy8U,LUL9Z079nmmf,7/5/2018 11:10,7/5/2018 16:40
Tpj5yye01SSx,CC3JHVZXURJI,4/18/2018 14:29,4/18/2018 14:51
7TmSjIUvcOkr,VO6xEHmvzggU,8/14/2017 20:46,8/14/2017 21:30
W2vOqF8J3Quz,2DJKujKLwxHU,3/12/2018 14:43,3/12/2018 15:01
3pcvmpTrPrOo,7eZj7B9KsVXi,11/23/2017 21:15,11/23/2017 21:27
brl2aaI6Id7K,eeeqvC8zKHGN,7/11/2018 11:44,7/11/2018 12:06
yWeKXSdx3uwq,j2K2RPyCGJxC,5/4/2018 15:11,5/4/2018 15:33
cJUqUSe1X0s8,xlls7EquGFxH,12/2/2017 23:21,12/3/2017 2:31
U9QGNKleMWSV,3zAwqaEG575E,8/17/2017 11:06,8/17/2017 11:25
VFbuqYn4ujRb,N0eQzsvd5emV,3/25/2018 15:12,3/28/2018 12:35
x3IC9mzORXJc,uPyexwtjg7rP,12/12/2017 12:11,12/13/2017 2:36
3t6Y2IDW8tg5,i92xsKj3nvw2,3/12/2018 21:26,3/12/2018 21:35
L20nU4y3jEMg,C0FRTWs6FO32,3/31/2017 14:54,3/31/2017 15:05
VUcJ8fW8dpo6,VJVakbLLtHGS,4/4/2018 16:05,4/4/2018 16:28
g3qIEVFqtSfi,wYvFHWF3Cz0e,7/9/2018 18:34,7/9/2018 18:45
31GUduI6X3Gm,TFw8jZeGzooS,4/5/2017 15:04,4/7/2017 3:11
iW1FqD6siUwC,GBdYY4TO3ipt,2/22/2018 15:37,2/22/2018 15:50
k7HaNNWQnQf2,lmqa5PxM8yuu,7/4/2017 19:46,7/5/2017 17:38
DFFFhxWMvB7u,NfekArJMOBlV,2/7/2018 12:28,2/9/2018 10:11
f0eL9BEMLXu1,K9jXUOM0XWUx,4/15/2018 3:35,4/16/2018 8:51
k8tOzp1e2BtV,mP0Dk9n1XG60,5/22/2018 19:36,5/22/2018 19:58
Q5RzxdELc1NJ,YHtvZXRNPdQH,4/2/2018 17:27,4/4/2018 3:09
SqjkOyrhJw7p,IHa7ytGb13oW,5/17/2018 16:39,5/18/2018 4:36
uAxMb5RllsYa,8vl2snIVqWEn,11/17/2017 19:49,11/17/2017 21:26
mXnnNunsfdqy,t04JJYjv3cPp,8/16/2017 11:39,8/17/2017 3:05
dT6Ds03EH3hy,OxNPODYELDCP,12/18/2017 11:50,12/18/2017 13:29
59mYgSGJ5a1H,7lj64Dpmvsxy,8/9/2017 16:14,8/9/2017 16:30
yYpRw1ZdDI5K,Y1JrFw0O9SpH,3/25/2018 10:27,3/25/2018 10:47
84RbTwz87sKl,vEApTmM2zXMN,3/11/2017 11:41,3/11/2017 11:41
AQ1tfaFXQ2Pu,802TkBFzAUb8,11/23/2017 15:59,11/23/2017 16:08
ybXJdbpQJm2i,VvA3blMsRqDr,7/16/2017 13:08,7/16/2017 13:22
RCqhYrWk26Sa,R0bbKA5gItdt,7/14/2018 12:27,7/14/2018 12:35
bkrSnYp3218U,a7L3XUS63Nf4,4/2/2018 16:59,4/2/2018 17:10
q87qjAB0B0lZ,JjZk1vkCu52T,8/6/2018 19:10,8/6/2018 19:24
ci6yyPmTJ0BJ,ri7x3eHaxpQE,8/20/2017 14:05,8/22/2017 4:27
WnYlJs8rYi0R,WkmWzaj3GQyz,6/23/2017 10:55,6/23/2017 11:05
f2Nn6XSmyphd,CwY8Xp9Wlk21,7/12/2017 14:26,7/12/2017 14:43
ckeLvZws0qYY,9eMBxQ3oS52r,1/27/2018 11:28,1/29/2018 11:35
wTn0Gn2ayIvp,cf2zjYRErgg2,1/15/2018 9:33,1/15/2018 9:49
0tvrEnDXmvLh,oT7cpm9qn0a2,3/23/2018 10:30,3/23/2018 10:48
YHNBju4wGiEI,TfC2kgcIRUMJ,10/21/2017 20:39,10/21/2017 20:49
h6Ia9PuICn8P,HubRXG57kv4v,1/8/2018 17:01,1/8/2018 17:12
cITn3sjxFBDS,tO2lUWvrObSX,2/22/2018 7:44,2/23/2018 2:31
6xgRWZvA0PPU,5r2Tidx1rfpq,1/18/2018 11:21,1/18/2018 11:37
cyaS2iXY5j09,6kSftHy0ocFs,5/29/2017 11:19,5/29/2017 11:30
FlGrC4Ys8jcb,u9bcYF9xXRq6,8/11/2018 12:41,8/11/2018 12:55
xc3mZ3GLbRuj,NrSV4suTP6Ct,5/14/2018 17:59,5/15/2018 17:55
kKhp2yP7VCob,suqhzEqFXngf,7/30/2017 11:30,7/30/2017 11:43
koDEVDVhLOoT,KVrL1W6PMmwy,11/23/2017 18:20,11/25/2017 3:53
fuB5efV1zaTS,uv0kojFaAsCQ,9/5/2017 15:32,9/5/2017 15:50
Z2TogRDetopu,7BRFUqBWkMVy,10/9/2017 23:05,10/9/2017 23:14
TkQ7Oyu2plDv,b2bBQRJCzra7,5/15/2017 23:30,5/15/2017 23:42
d1awJs5urogZ,9fmFGWoIeChm,10/10/2017 14:30,10/10/2017 15:06
cuaf8bwrPKlF,WfsMsyTnX0BI,4/3/2017 21:21,4/3/2017 21:30
Onn4w6ZeARlK,qhzMB5Q8DFNR,10/17/2017 11:48,10/17/2017 11:56
ek8tNBuroY7X,kAEV2cwHSLsp,2/23/2018 8:25,2/24/2018 2:51
805K9vWlJpQK,yoNyFOOhODQz,6/25/2018 13:42,6/25/2018 13:58
rcQBVuNwWmz9,p3Udv796Nf7J,11/25/2017 19:24,11/25/2017 19:34
5tUfUVxAUugu,Og3B0KfSavOY,1/7/2018 18:47,1/7/2018 18:54
kO3hoWMg3rPs,NzIZ1VNUx1nC,2/25/2018 22:53,2/25/2018 23:27
8CEzSD9g46xn,noR2WB1MWYc7,7/21/2017 15:08,7/21/2017 15:55
1oJTxNYk7kEs,HOIwYL8HNkPm,12/7/2017 16:01,12/7/2017 16:11
r6d6lY4IuemQ,h1egGsKs17h7,4/5/2018 11:36,4/6/2018 3:10
s2yFSW8cCWMz,2qCfKx9nMw96,2/2/2018 10:58,2/3/2018 2:53
2JA6iks0S1xo,hNVm3drZKyI0,1/14/2018 10:31,1/14/2018 10:49
8WEOu46KKGVL,vswkJlSibAfZ,8/8/2017 20:26,8/8/2017 20:43
i0OhtUqyahcf,ZRMVMAayfzkn,4/18/2018 10:19,4/18/2018 10:35
MSBD8C35EWHE,27aM4hAE7ePx,8/17/2017 22:43,8/17/2017 23:45
NXgzCTrY1uLH,pBTtBJvfymxO,5/4/2018 15:42,5/4/2018 16:30
Zal8fewFvlVm,Avr6DGSeccOL,12/12/2017 18:35,12/12/2017 18:50
yp5roKxiPSKt,xpIaLqhRTTXd,7/20/2017 11:44,7/20/2017 11:50
mNGZV866NBWx,fGojdDQ5akEf,3/27/2018 16:47,3/27/2018 17:11
RMON0SU6Vgoc,FRRyfzQN9xAC,4/11/2018 23:34,4/13/2018 12:50
4nlRviBnSzTa,kvzSFM9rbBxs,5/17/2017 20:21,5/17/2017 20:35
