order_id,product_id,seller_id,product_category_name,price,shipping_charges,product_weight_g,product_length_cm,product_height_cm,product_width_cm
FgeiWRpznWao,aiwqfVuUtUdW,KH9VVC2iPaCb,toys,42.89,11.33,125,20,13,18
uWaH4ZSK3hFh,UgkSjxoiV9Ev,UOGIrJtSldvd,toys,56.89,50.83,2600,50,10,30
A9v6lRzjjkUL,BAlFpRGKJ5X8,yHsOFiqVrV1u,toys,1899,31.89,550,50,10,25
3hCSqFvc4FK1,MJd5ysuJ9wF1,TuPm19CMKvrM,health_beauty,114.89,33.48,600,33,19,13
mtQOfZXM80Vp,0vbEvli2JYJu,RKad98cTxhSb,toys,95.03,14.25,1383,50,10,40
YiIayK0iu0Tn,mqrnNPLgsDKO,4SRv5bbOf4fh,toys,95.03,35.78,750,30,30,11
JAJV1aEGlcSb,6qISs3ONj0og,FlYmRQLYPlRf,toys,159.9,90.25,18150,50,50,41
XcpH90MnP9rw,u9xgfd9bPi2k,ARNPJQjYTDDb,toys,266.55,110.14,600,23,10,14
XaGPUuTQutHp,Vv1e8HZslQZe,kqZYwfIO6q9L,toys,1122,50.15,3200,30,11,30
AsgoEfRYUD0l,pRleoP5vHNBb,coi9xkdo66JI,cool_stuff,136.97,31.22,586,18,11,13
LeNEbdS055vq,QKQRenN0nbaf,ux1d7N0zioFv,toys,9.15,81.78,17150,62,36,46
CPfWiakr2FO9,aDLrFSnSdkJb,5iSGJ4lNi64X,toys,75.89,47.55,500,25,9,18
wB3IVrpcDnAv,0MiDMaYR85J0,qo7WQLcKPPIO,toys,107.63,22.09,400,18,14,12
cwx6J4S6sgQd,MKQ0alJt3K9Y,0HbVEHMspxA1,toys,109.82,29.05,1100,50,12,12
IuP4Qu2Sf7xn,eZ9wNNBzwogj,EhGbqP9YcXAn,toys,145.99,12.28,200,35,6,24
5zf7axevQw6M,T9vNBJiuyDTs,cUodQhgpRajF,toys,95.03,36.96,950,16,10,50
O1zOlT4NiscI,ZcP7DwVTLKFt,yHsOFiqVrV1u,toys,34,110.61,10600,60,20,29
0XFQNcjph2oI,ihmIydLcJDUj,BWczKEOZMEFy,toys,38.94,34.17,1100,69,11,11
C6oeRfZNDa6g,EcfJQZVEn1pc,kT4UPkqxjZhU,toys,8.9,16.36,1720,33,36,27
YtJTlbArmSI7,6MKZDxHzzvi7,qdnpFAlJ06nJ,toys,107.63,13.71,1200,20,20,20
w9aV4PN1qUkP,s9cWYIq2oa8U,0gzNO7W513Gr,toys,18.1,6.47,800,28,12,18
rqM2pRPILCL8,DvHwduwD5VKz,eVS6MuExSoto,furniture_decor,2130,16.59,800,60,11,11
nKdkNvJn0wLk,Rsy9G3Wbl8Yp,8MHsPu4LLSit,toys,135.64,58.09,1350,36,20,36
bLrB9S3JkoTL,6uXVAK3mP2Qc,AZrKDAcPEaGL,toys,125.19,53.21,14500,45,45,40
NoYQIOfFvVbW,aIw1fWL1QYwl,ZsDn106jXrgr,toys,28.55,40.12,1400,45,25,35
E4zmJSndOLW8,JW48souF0RzQ,RKad98cTxhSb,bed_bath_table,21.74,32.88,800,45,10,34
pPy0HfP8VIRN,LUrlhAVErTBC,l1pYW6GBnPMr,telephony,548.35,47.55,350,17,4,12
qMuEiRxMzO8C,U2HFFFJDGAIE,oStMPeCaI0Aa,toys,159.9,62.6,800,25,8,15
Ny4oMU8IitwD,cbvrCK0Kj7wh,O4l9RWEDJzQi,toys,18.51,11.73,400,20,10,15
Cv2Q6v0HGMrD,JVSI1iapA3OV,N32MgQgsAb11,health_beauty,94.76,38.73,1350,26,18,11
N2BTNeZvp6s1,c7PDreUWjpjc,mkWN70fui2ro,toys,274.49,70.06,1250,32,18,24
uYaZQ4vKqI8F,tU2YOzGjBTSR,7lyNcFhIeFb8,toys,38.94,28.02,165,16,11,12
t00VOHVWi4GE,tfgKHMdnTKpJ,RsUgQvBvc24M,toys,114.9,63.92,425,17,11,14
OSysAXNrIwBf,2R0265sm7fPz,TD2AMTmc5Ixg,toys,148.5,52.48,700,26,8,14
G2K36qtxKEiY,zxA0AiEOJCgo,smK689qrlIx3,toys,820.05,32.34,300,25,25,25
GxLZIaO1UYN4,UgkSjxoiV9Ev,UOGIrJtSldvd,toys,252.99,50.83,2600,50,10,30
kImMvPbgsEaL,FpbIvzuVXNwm,A7s2wiNKJ3HW,toys,52.74,18.05,450,20,13,12
tSvg8iX0tlWZ,Bn3g3osNpHAZ,gPffp4FvbNru,toys,40.25,67.19,3000,35,20,30
HZiUpDKmrswL,e3lz5eU8UHJd,DhnYfWO3PJ5F,toys,62.83,20.02,5575,60,22,47
R9Ge87XGBzZe,21HsrrsRHA2k,m3ZW0huovPVQ,toys,509.99,33.9,2100,25,60,25
Y0Iu972ZVUdE,ANWB0WL3oSGL,zxuW3NHLZsHD,toys,819.99,0.07,450,20,50,20
Kd7wV4CiwJum,xvu2nC5uS3g9,9FtIwdXQUWIz,garden_tools,199.65,35.21,15100,45,45,37
Lc2wBj5QOye1,D6igreVFppYl,cUn7dujqBetE,toys,53.99,38.66,650,33,18,27
A3dicvKHaM1u,a7GwjDDa4Qa0,UOGIrJtSldvd,toys,518.18,34.33,200,16,16,16
DKC0VIuwDUzp,n1oWpFbRoU54,uDh3rMYge5il,toys,475,29.68,150,20,20,20
rf4ryLWVoAX0,VDEBigGAwD3J,RKad98cTxhSb,toys,125.46,20.67,1550,44,14,34
zUcD2PIZesle,dZsdBBIgQ7vB,yWBcmXHhf5dK,toys,182.9,20.51,500,25,5,15
kzm43LXwjWHj,DtVmWdKRduKY,nO5oqNbrSk5l,musical_instruments,38.89,148.71,594,20,15,16
QIOOUvdR0APZ,QaEqPkW9zW1B,NwPn61VaD1X6,toys,96.54,42.38,600,33,5,16
ONGaRuGQBAtk,xzUbywgYxPHa,O9tOG5t8gCqC,toys,220.33,17.44,2300,24,11,24
zMLYhjzrM6UQ,tqhy47Hx4n89,LLty41IbV7xo,toys,170.8,22.18,660,19,14,16
aWeKvYoRyL4g,609QfYQ4LrnT,RKad98cTxhSb,toys,180.5,18.88,2325,43,10,33
BpXnuUGc87m3,MP9h9KtgztWL,2Vzr14MB7bRD,health_beauty,95.03,15.41,400,16,10,20
Y0FhcCfffV0c,h6DZ76JHcZ0o,4rtH6c1PSmrF,toys,28.82,62.33,4750,60,20,50
PomR8dyy7osF,A4dDw8D7GElU,COsMF55fuZCX,toys,23.95,14.71,1850,33,27,26
A9VeuWgqPpUD,r0wRD7UfBbvc,3jwvL6ihC45G,toys,24.1,32.34,50,16,5,11
ohXkwlRnhFSi,oB4m6bIokZur,q1Q2n7nr6h9B,toys,344,55.25,800,24,6,24
LaL4FYmjIF6U,wnYC0o7ivMNy,MMZwzUQNh2jY,toys,615,97.08,6100,28,8,28
bKbL91avQa70,A6scUtiZSPzm,Ve3fre6yXxmB,housewares,25.73,16.85,925,22,8,32
YSU5jvRNv9C1,NdJiD7rvCXOs,vK5PLZFRQPnm,toys,181.56,43.34,200,20,2,14
kQyeNYeO7V8Q,otBtRsTQEFAJ,cELl7ZS16z8q,toys,107.63,72.34,1000,16,16,16
mzIcXMnnmLqB,rIOgtNVEOuNY,XoReeOEjvEuw,sports_leisure,108.9,38.84,476,17,14,14
Ki4LTVgHiJJH,1edaUIVffPFF,RsUgQvBvc24M,watches_gifts,128.99,28.61,584,16,11,13
LxvA8ghPjFIr,oW6s32avErq9,KWyCFngIImBD,auto,13.97,60.74,2413,69,39,57
xQEkjQd6mTHx,fhdadKXre7Cq,SZk8twZ2qcP7,bed_bath_table,31,7.67,96,25,8,19
LS4quCsjL0xJ,wdV7yJzaz3Su,coi9xkdo66JI,toys,548,40.12,4338,17,12,14
tmqFx5krbEYW,kQc6jrelLp1i,vLWjzgEuN5Xb,auto,42.2,34.06,1700,45,20,45
jjATs47GJm4Q,z7aDZmyyzV41,wHLrHzu1U5IX,toys,170.7,30.01,200,16,12,11
bT4JtbUM2o42,3KuLbYV9hKcv,8CQ9epWunOJD,toys,15.18,63.61,167,24,14,11
02o3ia8cGYgP,ro08JPncYzLh,r7VxefoTVHbb,garden_tools,509.99,17.44,1650,30,22,30
zS9DgjnoMK2z,jWyR1q6W4ihV,vlLUp3U56e8x,toys,692,13.17,213,18,12,13
JmjYTKqgCye6,ogNSfA3W5dQz,8cMMpAAFEsxE,toys,145.99,49.56,150,30,10,20
LPqsMbSf9rJb,bOUNSwAgVIzA,8CQ9epWunOJD,toys,15.18,115.63,250,39,9,11
I0izkqVVh3Tu,bAECdB9cQLjP,yHsOFiqVrV1u,toys,34,24.19,10950,60,20,17
Lgb4mvjJLklG,RnUrxALagqIA,TWiqmuseylME,toys,135.13,23.6,300,22,2,16
HyqI3JWTXRZV,fK7phoG0hR8e,ZWM05J9LcBSF,toys,389.89,58.65,350,17,6,20
n3RwsmEbKYf3,vUO1f5A4oNa6,c5IEA7Rb9mm7,toys,189.99,79.41,850,29,3,21
KdFe4M6rQM2l,PLXP4375h3HH,yHsOFiqVrV1u,toys,34,87.87,1350,38,30,28
5ciyrPasQtJ0,21XSKE7erVls,Ek6ADNUZ7ej9,toys,32.28,15.24,350,18,11,11
TW0HcI024r45,rd08BYOgAsrJ,4g8XR4VO6DqK,toys,33.41,13.27,308,17,12,13
N5nTAUe5I3p0,PWySRFwK3lJo,3Xh4RtSUHhaT,toys,358.99,14.72,2800,18,19,18
mUrOVAdk0hLp,nFZKtmOCvng2,ruq0u2ZpAMDr,toys,820.05,133.37,300,16,5,15
PqtaNegyalWV,VPeKM1EB7I8L,XEurPdGwwrtN,housewares,17.5,44.04,9650,62,35,37
4RfGxxA52OU8,CkMalWp3nvuW,Fvlm1I7CAQnv,toys,50.9,68.99,2134,25,22,16
OZPrd8ItSRww,quMdJdcoWWJ4,yxfgQLIrpHFD,fashion_bags_accessories,620.1,170.86,150,21,9,14
AyNpqyG1nZ2N,sAJ0zlyB77MK,AHG0TE6bRNNY,toys,1164.9,21.91,850,22,17,17
HLNzwG76pmsP,bzcyOIuv5ueu,QUdLxWDyxtsP,toys,128.99,24.23,1900,17,13,31
Ll1ndIhXAPAC,C9bSYfgtUhWN,dHUHvmn8Gewy,toys,56.89,29.87,100,16,9,11
hsyYj6cV6DPP,qQULLwAS3nId,A7s2wiNKJ3HW,toys,9.12,63.36,3900,32,37,22
uuU5j5boaQTF,nmfJjwMjVpEL,yGbPyLPc8PmT,toys,0.85,128.17,200,16,2,11
BcdbJo3tEosv,tK5RN8V2VTWt,A7s2wiNKJ3HW,toys,161,38.66,1500,65,8,38
lzVIjPzBiNPo,haA1cQJL1LLr,UsPT5m7V2m8I,toys,820,41.41,50,18,18,12
l8iJ0SE6lZ8H,7YtdljfF9DSu,iMtdVEIyrPGH,toys,113.85,2.46,500,16,19,12
43sJ3cFQQ2M0,KwqpyCg16vLV,V3iKL8r9W9NR,toys,475,47.55,350,25,8,19
8OAboKTnZFzE,rGCBnG41tgIM,aK4U1jyhWIBo,toys,139.79,126.47,150,20,20,20
NPgBLxcyv9Tl,q7bnB4d9UQje,OQQb6MFu21gH,construction_tools_construction,2139.99,19.94,1700,26,9,20
4AJwtCmjNqeY,yLg0CQz6AAEv,dQCmV6mcOXGX,health_beauty,849.5,37.91,1500,50,20,20
VSTMFR3hWCB2,ZTsfMadzXGDu,s9PULoMk80qE,sports_leisure,56.89,21.19,2500,20,11,11
iZ8ZehKwEYFe,3zllUgpygr8F,nJpgTStC3ru8,toys,178.9,34.12,1825,33,19,45
SKc7X3fkjir7,UEWSYx9mpvwU,VjbLhhR5I7ly,toys,93.02,84.85,750,38,12,25
QW5AquTkCMrY,BUEdq2YruGtv,YVBAT3QqF9Qj,toys,170.9,60.28,1200,42,25,15
ayaFOwqDiCiT,SRT6nggjSWOh,yxfgQLIrpHFD,fashion_bags_accessories,11.97,63.92,100,21,9,14
T500KD1BON2v,HZTKCt76YBru,hB0eH2oAUtkk,toys,676.97,39.12,600,16,17,17
8KLQf6y8seY5,oNO8AbVySUlF,05nIYpVrMwiz,toys,453.7,2.58,300,16,16,16
8cc5LcW708yQ,HRXu29GwfAUj,Uhxp4jLBVzJq,toys,100,34.24,1100,45,8,35
eWQOzD9FgKdD,GkVT4K3KR2WM,WG2pVERAEzeW,stationery,820.05,38.66,450,16,42,32
N3N8OB1X3o2X,Biwi1BNtUB7l,r7VxefoTVHbb,toys,509.99,54.06,1500,30,22,30
s6hzOoEP9GSa,nU8mdVWhe9jY,EybhEhIeSVIT,toys,126.69,9.18,160,20,10,14
4tPmFo3RMK9z,u4XCGiEV1qwX,vYu5aYeAvyzz,toys,58.1,64.26,4325,40,25,33
xMpTVDqAkHEV,89oT9Pz9eQaA,7OKhjPME8ZK3,toys,347.45,72.16,150,16,13,14
uXxYyPA2N30f,EnStE8H0deoY,TiR7Z1vu8RZu,toys,24.79,227.57,330,17,11,9
WrXo9sZPEahn,7wJpJB27t982,2jTASjIU2rIf,toys,694.65,60.02,600,36,6,25
ffjVwE6VvnKD,nFZKtmOCvng2,ruq0u2ZpAMDr,toys,820.05,5.59,300,16,5,15
ZkdrYcZrIiPo,Md3bnVYHnlfH,V3iKL8r9W9NR,toys,134.64,17.14,2550,42,17,32
wJg8v7KGlgqC,6K3GS6m9Ykcn,v4i9GZGfxgTZ,toys,223.87,6.15,1500,30,25,30
Yr8Pbe3TT1zu,M86rfrIQsA6x,16wOhdFbtvPq,toys,26.14,115.43,3300,23,16,23
OOhcJL2xH9iE,Fiw9HxJEU9yi,XiLZgWSbLbMn,toys,509.99,67.11,350,29,20,24
yAj2FfCpDtFK,6C32MuVaNXxW,bl8PTwqK0kvN,toys,42.79,70.34,200,16,15,15
TcCQpm39TmGu,MUIEAN159RuU,kYHploWLdvqh,baby,169.39,39.75,450,30,7,20
C92JEDP7hdSo,e9xaljsmsc1B,ApkMvnwdPuKt,toys,509.99,21.35,1650,41,10,13
HeMsSgt0kYKc,EyigOKjJHEeR,AvjMfdAgmDix,toys,26.99,18.79,1546,23,7,24
hrnqmKkFBaY5,aBpYjaBcwz6e,bzfcwRPnZzVO,toys,55.83,27.8,383,20,9,14
4vbkBp5Ksqjm,8RPVxbvn4wxa,WUOUhAYcu4tr,sports_leisure,223.51,35.87,1032,17,15,16
k8leb9pZ11AC,MbWeKW79Ue2t,RKad98cTxhSb,toys,139.33,85.75,1550,45,15,35
lWaKytjUp65h,Ar6zLmUXYsa7,Cyl6PGvB25KG,toys,109.82,25.87,750,101,15,15
chEQ8oCZe2RF,ssZQDTdv1ISb,Zj36u9uWzYUi,toys,13.7,2.76,400,34,4,22
vPegqK5WRt8A,gQmWktJ30VDv,yGbPyLPc8PmT,toys,2130,46.31,250,16,2,20
o9ZZU57NjKIE,BHRw9jkWfguz,LUXX3qxSivXO,toys,70,29.48,4100,27,27,31
ankehHiVCfqx,kA0FptBIRzaU,Dq9vmUTxeFxh,housewares,98.6,10.56,2958,35,23,29
STj5sUJWpknm,Qc4WhNDVIncs,yGbPyLPc8PmT,toys,518.18,20.9,175,17,8,13
2ERSv6ixgOJD,OyECAoOQX8Ah,ux1d7N0zioFv,toys,74.89,30.39,2300,29,13,25
Vivdbj4ukSTn,Pb29t2XBfP6Q,2a07LobkzHUx,furniture_decor,176.97,35.87,700,35,4,30
ovUXpTjUUiZN,aUKREbVmWwMf,RYfITjCUelsn,toys,692,6.08,1000,23,23,23
HM8aGfdJn89B,zm7mEm0dMDTP,yWBcmXHhf5dK,toys,789.89,110.14,1000,20,10,15
DJH6VPBkKYEc,SvW8FcwBD7tX,coi9xkdo66JI,toys,1649.99,12.01,6663,17,11,13
76HT088vZVeJ,bIEg5jBI5qCt,EGW4UK5bOeEZ,office_furniture,818,18.7,16133,63,59,25
pv12GgWU3vUn,sFXdhNPN6lcL,quRHu0B8Aaes,toys,220.99,127.82,2725,43,50,28
K2m3tRmtyotj,pVKDSWeIqCF7,2Vzr14MB7bRD,toys,263.99,72.87,448,22,17,17
GC5F1yipqC4Y,howTQa4UdPw2,AvTLykupHOIB,toys,42.89,6.87,150,36,4,28
meXoE8UjVg1A,cGPWr0cgkeHs,QgSPgHi2XQs8,toys,599.65,30.66,175,18,4,16
Jfc4RYuz9Pkp,EG4wDSpFyTth,TuPm19CMKvrM,health_beauty,319.29,12.58,250,22,10,18
ZouOZL2Isu6m,F99E7JXx3Lbb,2Vzr14MB7bRD,toys,849.5,48.65,488,18,15,17
SsdLOLqvKpq8,q9xb3yVSLoKr,Ek6ADNUZ7ej9,toys,148.98,31.76,667,30,12,16
4gwfxaqe4TtI,hrjNaMt3Wyo5,r7VxefoTVHbb,toys,692,2.75,1850,37,22,40
WSSiwCfld8EA,WQcqRmpkbO4d,h5jBMl1c5nuX,telephony,820.05,20.9,100,18,6,11
7BsAB9ea57H7,KvidPAEAVI5p,Mhg6gqpiKkO7,toys,42.89,30.66,100,16,12,12
JvXmmsmWN4Cm,mkIPxZ527wv1,dueCajRNsGcT,toys,1050,31.14,544,22,13,18
LLNw7FXj5oiK,ztluxOfWQF9O,iyQFR65ri5BK,toys,37.72,34.33,150,16,6,11
l0vOLBaxLXZO,dA5DZFhiSTAS,3PpQdsTW6fL7,health_beauty,1186,25.87,2200,36,11,19
1YXmRixDRXLl,ia40vARertze,yb5pVyCcejGS,toys,132.3,78,2300,42,29,28
IPWmIod7dWxC,vIn9MGrRYAKq,Dq9vmUTxeFxh,toys,1899,38.66,800,20,20,20
YOnpWzUPhCkR,TbU7cLMToQmR,1tQEjUJuOyJ8,furniture_living_room,59.65,30.68,6750,54,18,53
xnba4DVbBCvI,NSfUnfk91LWY,EGW4UK5bOeEZ,toys,1375,58.08,7417,102,46,11
X6vyb73Wdlut,UBA1pwoaDa8a,Djfhy4pnkKOC,toys,19.3,27.13,23000,53,76,43
HXyjZqHkBzN1,utVPLgd1LM3F,yGbPyLPc8PmT,toys,1899,32.34,200,16,2,11
q4hLIjTC0h1D,lBKxa7t25wzJ,gfYgJwNqlPCJ,telephony,100,132.15,250,16,4,20
OzSokc1wBnsi,10CdCi3zYLWu,tjn9TXOjEGlU,toys,38.48,8.16,150,17,13,13
Ojw5LeXnm9uj,wop46vvSRZVv,5Ig5GP65GEXO,toys,19.9,3.39,24450,105,50,20
AR84lTWYJj8b,DoO94sYzd6k1,v7nG6Ni4GxpS,toys,21.73,70.82,1233,24,10,13
cAzv7jKkKJm2,JSf9OtrZlVSW,2Vzr14MB7bRD,health_beauty,56.89,37.8,1200,21,13,19
qYb4u0U0kI24,JCdfJbT3dMnM,oI8R7WsNWWBc,computers_accessories,1591.2,110.61,200,41,2,29
YfZikXsQOhT7,tD4nvoQgX0sQ,yHsOFiqVrV1u,toys,2899,10.95,5650,20,30,20
6w3z5YFgrXGo,uhR7YKVFm3CF,K0qPVGdA91KO,toys,161,88.09,1400,20,30,20
UMB4J6Yso9yF,ntV3wn7RFntf,8cMMpAAFEsxE,toys,277.47,23.57,200,25,7,16
0DUOw0tKrwrY,MowVJE0IrT6i,KyJlfZytZk4Z,toys,42.99,9.69,600,22,14,19
1XdhySbzQTt5,zc3Kr0vGb4YN,ruq0u2ZpAMDr,toys,128.99,17.52,1100,41,9,31
ce1D546sDNe8,dAz11YkQkoue,TuPm19CMKvrM,health_beauty,59.21,47.55,100,20,15,15
ekQx9ST7V1IG,IORz0MAG5rIZ,9fFFM6RBxCkT,toys,243,110.14,6850,30,30,30
5a1wvRoVcJPA,pK3RXgL02EpR,AHG0TE6bRNNY,toys,1688,20.51,400,28,10,13
jcQa3VPxXWYa,EG4wDSpFyTth,TuPm19CMKvrM,health_beauty,319.29,137.13,250,22,10,18
MitIekNlW9oP,hK77VJ0NWW3T,KqbvOEOb1CoU,toys,152.72,6.87,100,20,11,11
beIWje9yfHwg,M5okgYFRhS5B,DgPVEHc39WlC,garden_tools,106.74,21.88,700,20,18,19
5o8SjckpVmYo,EYEzM1t9LJ3A,regXXvWjzQLh,toys,42.79,222.38,1600,30,30,35
Y2LZ6qtkw3Zq,Z84SLujuMnyN,Uhxp4jLBVzJq,toys,189.05,42.85,2100,30,5,30
JAcfM5UGME0N,9AxLD0EDBvJM,CHcF5bHLa7jn,sports_leisure,222.98,163.52,200,20,7,14
ZPX2eYdUp9P2,sCONCvmO1cEY,0Mzbc3aACMOQ,computers_accessories,33.41,7.82,6550,20,20,20
nfQn78OvDK6c,skGNGFINx3M8,aDQK7ytnBMNf,toys,24.79,17.86,17250,55,30,55
c520DQvGBmBS,hOpJUVModPRm,cLUNVSgUkZHq,toys,83.36,38.66,400,17,21,11
uLCZVqIWqoFt,EFuhzVQmdgtB,dHUHvmn8Gewy,toys,109.82,2.46,200,16,9,11
xIDvmhr3OAF1,u4H3tT2ZXYlr,V0koygjO8uRW,sports_leisure,358.8,85.37,1150,80,8,15
YdsGUvkgx3EQ,2mfY0pu0QbHr,CR9t90VWTHid,toys,111.27,7.45,600,25,7,24
m4h7mGDAxPby,6lsIKONjvlrc,UOGIrJtSldvd,toys,264.5,6.15,575,16,18,12
AJvvSQl34bqU,whGPVp8uxXKq,LA88X5ikfeVf,toys,100,29.96,100,16,6,11
4N0oiS6q4yPd,PfwDMz5netUT,NL7DCrvV2aOD,toys,18.1,22.78,1200,28,10,24
v3UA4LO8Fqt5,mVlJaCIb5IQc,UOGIrJtSldvd,toys,290.47,20.9,550,29,7,22
mzEuHt2qIX9B,E9OiMOkPkNam,RsUgQvBvc24M,toys,155.4,44.91,335,17,11,16
qD8bPBGsmgt5,520eKj5aBFRV,1b6QwEUEjB7M,toys,186.98,70.82,600,30,30,30
MrfEOdWHkshR,aK4NvJkm0gud,EfrTKO2PD11W,toys,155.44,34.75,3000,85,10,50
s5o8a4lNzOuK,F3XsvlyIIA1L,q9r4WZ0jN1Tr,toys,389.89,22.46,850,24,9,26
ulOUjVyF12uV,vRcObiM9tz5v,yGbPyLPc8PmT,toys,1899,20.9,250,16,2,20
73GKmL6bsFI0,JW48souF0RzQ,RKad98cTxhSb,bed_bath_table,21.74,44.84,800,45,10,34
AntwUZ7buGzJ,bfkYf8WcDtMl,ruq0u2ZpAMDr,toys,820.05,109.3,250,16,5,15
M5iOzskqcRAS,HklOpKaaaGi9,NwPn61VaD1X6,toys,725,98.13,200,36,5,26
bL1OCYzP9ip9,nY0musWV1RFl,EGW4UK5bOeEZ,toys,969.99,18.63,7400,54,53,20
Cu8s4unTwlgH,rFVCyzrvMVZO,lAnSOSAjk3Uz,toys,135.13,53.01,200,40,2,30
F4g5BuE4zULJ,HaNE4Fr2OEZ8,pxyYUYfBOHRj,consoles_games,55.16,20.9,600,24,20,27
ejRqDCJdmAZJ,4WpxUyrSqkaE,HQ4j3Fr6B61e,toys,749.9,142.47,6400,63,11,63
5p8vXSCmg0R1,0yMJQ6aL8kSk,AHG0TE6bRNNY,health_beauty,164.9,47.55,300,30,15,15
BH0UGA547VV5,CgesI7a9ETLc,UhpjDwOrV0C8,toys,72.4,143.67,250,35,20,25
FtDm1C2WODZ0,20gZ5JcJwEwM,yGbPyLPc8PmT,toys,106.74,6.25,150,16,2,11
4xxHoOzvP4FB,zZJK2wRbyL6g,w44b3CnkAU44,toys,198.5,156.05,150,21,15,14
poc4QcerqkXU,WNlHpHCpYrRu,pgzEZp7qYHHI,garden_tools,128.99,34.24,8875,40,14,43
si8MwR3MoNGw,FkrbFsVhfeOO,qI9UblMbsm1o,toys,51.37,14.53,2350,16,40,16
2B03sGpKWCkJ,x5U2lQcr1Slp,AYTvmj7w9EFz,toys,820.05,30.66,550,17,28,11
oebT1ycyYMyb,qLmbezdk0K5o,AvTLykupHOIB,toys,33.57,11.3,1300,33,9,38
WRNNh6eC94uW,Mczda2rR96HX,xqS6FkG5qqve,toys,509.99,20.9,450,50,3,25
mbXPHMYZPIdC,g3srwnhWr8ft,hLzo2H5Hi4Td,toys,10.35,17.57,10600,93,63,11
6LxZhOvdo1nq,DL5BHCpE7rrL,2a07LobkzHUx,bed_bath_table,28.82,22.56,835,40,9,33
dZjXKFoVIzBM,qeFwzEB1hCse,oriyBYKGv0Wg,sports_leisure,148.5,7.52,150,20,10,15
bxWiX9gH4DJF,LFNJ49FHB3XZ,V3iKL8r9W9NR,toys,174.97,67.11,900,28,11,47
inT1NbVhTIUi,SUKqhiF9wpe2,8rHUnSQeQcMj,toys,207.25,95.42,910,32,14,15
eQXhdkfSFtzr,609QfYQ4LrnT,RKad98cTxhSb,toys,180.5,18.88,2325,43,10,33
mf1D4AzKQwUe,V2XI2qJlQyVA,RlOHlMxGbwXj,industry_commerce_and_business,37.84,106.11,7225,16,103,25
HixuabtzRn5G,MEstyj8pCV7y,k6Ksam5fmXKf,construction_tools_construction,18.99,9.96,1150,46,12,24
bvACYV9eVnX2,oUaq0Emczjrp,AHG0TE6bRNNY,toys,223.51,23.6,175,23,21,21
ijDMXZfaAT1u,SGGufQjkuu50,K0qPVGdA91KO,furniture_decor,1589,32.88,650,20,35,20
oVoFnOFPdWqI,DqUglAyQWTmm,nhZiNyvHKd8H,toys,164.98,2.46,225,45,10,14
KxPX4LKuWSjZ,b0wvd0Yb54qY,J5mbAT2ter8c,toys,194.87,3.83,343,19,13,15
Uuzisk8OXsX6,r07TwhnxERBR,QwTHQ3NRUJGs,pet_shop,95.03,49.93,500,20,18,20
B5By2X8YDhcb,hqXdYDyPihgC,YlP5976VHgAM,toys,820,32.34,300,20,10,20
mBfG3u44nrZR,xAU5QJnI3NSi,TuPm19CMKvrM,toys,117.56,21.88,400,18,11,20
9qpMAJ13pLCf,pK3RXgL02EpR,AHG0TE6bRNNY,toys,1688,7.56,400,28,10,13
4HwoTxxWgKD1,qlK7rloYFaNP,XoReeOEjvEuw,toys,139.9,20.51,675,28,15,15
KWgP9aKWMT1E,hU0rvMAoQvSJ,2cg7E5j1pzxq,toys,172.99,17.44,1250,60,12,12
TvxRecdlzDw3,Ma8mLzLpQfm4,EqPcJSwcfSMn,watches_gifts,2062.99,6.15,381,18,12,15
lolVyPF35D4O,ygiUeDRcViJK,V8Stg8HdXCTe,toys,395.6,27.54,300,16,7,11
1HxzGgNLmOJs,U7XQZfEeXgkI,V0koygjO8uRW,toys,188.8,62.25,1200,80,8,15
bCQaCK4LgzJf,4cXuwITKspXu,e04MSACAuPpW,toys,36.5,116.88,100,16,6,11
5KUd3wOXcKDp,Cjq4di8arIUK,P2nCHWuo0HC0,toys,28.6,23.07,200,16,16,16
JGfNlBfE89WJ,gfKfzsv1FTMp,pCwVtviNDMp4,garden_tools,30.94,2.76,10650,22,28,44
XIrIzOeEd5Bw,YfBvyHdLUYjw,ZsDn106jXrgr,toys,135.64,40.75,1100,35,15,25
zNsk0bXAssCW,hM3tciLSO1eP,tPNOMqIxsdYf,furniture_decor,38.95,29.18,600,60,7,14
3ANxDqZCASnb,rzVGZs0Og62o,WTbhLip6Y9IF,toys,199.96,35.99,300,16,13,13
wGFNPH9zM0M5,9GfTmYVDMmPo,lTpUZrtW5FYQ,toys,49.38,101.63,1175,53,18,18
oXlAH8Bruxea,aKaNKO1qwVU6,cea9IgayLO02,toys,137.88,50.28,700,16,19,16
lTKkDPlCHOQk,AeHw5WLt8Lrj,ux1d7N0zioFv,toys,104.8,74.49,1450,34,12,40
oVbfvUA87elj,Nm7tOXfsch6s,Sxff4PDBw1XG,toys,215.9,17.46,6250,53,21,36
pNsKEnvgQKEm,BdOxMnOiBZ7T,VEpUiS8q8p8X,toys,90.49,2.46,178,18,11,17
hE9Nw6AuLXNt,nA91hHD1MxtM,5FvGdji6skxT,toys,475,6.87,150,17,8,14
Y6t7s5s8rZDD,ttqRi0oQe9lI,RKad98cTxhSb,toys,194.99,9.94,12850,60,20,40
6J8JWqIVSwdU,Xz9Xa8fjuOfa,YpvSch1Raxa9,toys,59.97,61.32,300,18,10,12
